"We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based. ",,,,,,,,,,
,,,,,,,,,,
All Submitters of data may be contacted directly via www.gisaid.org ,,,,,,,,,,
,strain,virus,gisaid_epi_isl,genbank_accession,originating_lab,submitting_lab,authors,url,title,paper_url
119882,USA/LA-SR0164/2020,ncov,EPI_ISL_435467,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119883,USA/LA-SR0166/2020,ncov,EPI_ISL_435468,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119884,USA/LA-SR0167/2020,ncov,EPI_ISL_435469,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119885,USA/LA-SR0169/2020,ncov,EPI_ISL_435470,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119886,USA/LA-SR0170/2020,ncov,EPI_ISL_435471,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119887,USA/LA-SR0174/2020,ncov,EPI_ISL_435472,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119888,USA/LA-SR0206/2020,ncov,EPI_ISL_437548,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119889,USA/LA-SR0207/2020,ncov,EPI_ISL_437547,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119891,USA/LA-SR0210/2020,ncov,EPI_ISL_437545,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119892,USA/LA-SR0212/2020,ncov,EPI_ISL_437544,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119893,USA/LA-SR0213/2020,ncov,EPI_ISL_437543,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119894,USA/LA-SR0214/2020,ncov,EPI_ISL_437542,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119895,USA/LA-SR0215/2020,ncov,EPI_ISL_437541,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119896,USA/LA-SR0264/2020,ncov,EPI_ISL_445119,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119897,USA/LA-SR0265/2020,ncov,EPI_ISL_445120,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119898,USA/LA-SR0266/2020,ncov,EPI_ISL_445121,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119899,USA/LA-SR0267/2020,ncov,EPI_ISL_445122,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119900,USA/LA-SR0268/2020,ncov,EPI_ISL_445123,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119901,USA/LA-SR0269/2020,ncov,EPI_ISL_445124,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119902,USA/LA-SR0270/2020,ncov,EPI_ISL_445125,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119903,USA/LA-SR0271/2020,ncov,EPI_ISL_445126,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119904,USA/LA-SR0272/2020,ncov,EPI_ISL_445127,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119905,USA/LA-SR0273/2020,ncov,EPI_ISL_445128,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119906,USA/LA-SR0274/2020,ncov,EPI_ISL_445129,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119907,USA/LA-SR0275/2020,ncov,EPI_ISL_445130,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119908,USA/LA-SR0276/2020,ncov,EPI_ISL_445131,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119909,USA/LA-SR0277/2020,ncov,EPI_ISL_445132,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119910,USA/LA-SR0278/2020,ncov,EPI_ISL_445133,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119911,USA/LA-SR0279/2020,ncov,EPI_ISL_445134,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119912,USA/LA-SR0280/2020,ncov,EPI_ISL_445135,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119913,USA/LA-SR0281/2020,ncov,EPI_ISL_445136,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119914,USA/LA-SR0282/2020,ncov,EPI_ISL_445137,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119915,USA/LA-SR0283/2020,ncov,EPI_ISL_445138,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119916,USA/LA-SR0284/2020,ncov,EPI_ISL_445139,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119917,USA/LA-SR0285/2020,ncov,EPI_ISL_445140,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119918,USA/LA-SR0286/2020,ncov,EPI_ISL_445141,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119919,USA/LA-SR0287/2020,ncov,EPI_ISL_445142,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119920,USA/LA-SR0288/2020,ncov,EPI_ISL_445143,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119921,USA/LA-SR0289/2020,ncov,EPI_ISL_445144,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119922,USA/LA-SR0290/2020,ncov,EPI_ISL_445145,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119923,USA/LA-SR0291/2020,ncov,EPI_ISL_445146,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119924,USA/LA-SR0292/2020,ncov,EPI_ISL_445147,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119925,USA/LA-SR0293/2020,ncov,EPI_ISL_445148,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119926,USA/LA-SR0294/2020,ncov,EPI_ISL_445149,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119927,USA/LA-SR0295/2020,ncov,EPI_ISL_445150,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119928,USA/LA-SR0296/2020,ncov,EPI_ISL_445151,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119929,USA/LA-SR0297/2020,ncov,EPI_ISL_445152,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119930,USA/LA-SR0298/2020,ncov,EPI_ISL_445153,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119931,USA/LA-SR0299/2020,ncov,EPI_ISL_445154,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119932,USA/LA-SR0300/2020,ncov,EPI_ISL_445155,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119933,USA/LA-SR0301/2020,ncov,EPI_ISL_445156,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119934,USA/LA-SR0302/2020,ncov,EPI_ISL_445157,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119935,USA/LA-SR0303/2020,ncov,EPI_ISL_445158,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119936,USA/LA-SR0304/2020,ncov,EPI_ISL_445159,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119937,USA/LA-SR0305/2020,ncov,EPI_ISL_445160,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119938,USA/LA-SR0306/2020,ncov,EPI_ISL_445161,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119939,USA/LA-SR0307/2020,ncov,EPI_ISL_445162,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119941,USA/LA-SR0309/2020,ncov,EPI_ISL_445163,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119942,USA/LA-SR0318/2020,ncov,EPI_ISL_450173,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119943,USA/LA-SR0319/2020,ncov,EPI_ISL_450174,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119945,USA/LA-SR0322/2020,ncov,EPI_ISL_450176,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119946,USA/LA-SR0323/2020,ncov,EPI_ISL_450177,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119947,USA/LA-SR0324/2020,ncov,EPI_ISL_450178,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119949,USA/LA-SR0327/2020,ncov,EPI_ISL_450180,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119950,USA/LA-SR0328/2020,ncov,EPI_ISL_450181,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119951,USA/LA-SR0329/2020,ncov,EPI_ISL_450182,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119952,USA/LA-SR0330/2020,ncov,EPI_ISL_450183,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119953,USA/LA-SR0331/2020,ncov,EPI_ISL_450184,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119954,USA/LA-SR0332/2020,ncov,EPI_ISL_450185,?,Robert Garry lab,Andersen lab at Scripps Research,Allison Smither et al,https://www.gisaid.org,?,?
119962,USA/LA_0842/2020,ncov,EPI_ISL_424868,MT325581.1,LA Office of Public Health Laboratories,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Yan Li et al,https://www.gisaid.org,?,?
120390,USA/MD-HP00024/2020,ncov,EPI_ISL_434685,MT509455.1,Johns Hopkins Hospital Department of Pathology,Johns Hopkins Hospital Department of Pathology,Peter M. Thielen et al,https://www.gisaid.org,?,?
120399,USA/MD-HP00037/2020,ncov,EPI_ISL_434587,MT509458.1,Johns Hopkins Hospital Department of Pathology,Johns Hopkins Hospital Department of Pathology,Peter M. Thielen et al,https://www.gisaid.org,?,?
120402,USA/MD-HP00041/2020,ncov,EPI_ISL_434638,MT509460.1,Johns Hopkins Hospital Department of Pathology,Johns Hopkins Hospital Department of Pathology,Peter M. Thielen et al,https://www.gisaid.org,?,?
120407,USA/MD-HP00051/2020,ncov,EPI_ISL_457795,MT646068.1,Johns Hopkins Hospital Department of Pathology,Johns Hopkins Hospital Department of Pathology,Peter M. Thielen et al,https://www.gisaid.org,?,?
120409,USA/MD-HP00057/2020,ncov,EPI_ISL_457799,MT646071.1,Johns Hopkins Hospital Department of Pathology,Johns Hopkins Hospital Department of Pathology,Peter M. Thielen et al,https://www.gisaid.org,?,?
120414,USA/MD-HP00064/2020,ncov,EPI_ISL_457806,MT646076.1,Johns Hopkins Hospital Department of Pathology,Johns Hopkins Hospital Department of Pathology,Peter M. Thielen et al,https://www.gisaid.org,?,?
120442,USA/MD-HP00118/2020,ncov,EPI_ISL_457811,MT646081.1,Johns Hopkins Hospital Department of Pathology,Johns Hopkins Hospital Department of Pathology,Peter M. Thielen et al,https://www.gisaid.org,?,?
120448,USA/MD-HP00129/2020,ncov,EPI_ISL_457818,MT646089.1,Johns Hopkins Hospital Department of Pathology,Johns Hopkins Hospital Department of Pathology,Peter M. Thielen et al,https://www.gisaid.org,?,?
120479,USA/MD-MDH-0016/2020,ncov,EPI_ISL_481265,MT704119.1,Maryland Department of Health,Maryland Department of Health,Keller et al,https://www.gisaid.org,?,?
120481,USA/MD-MDH-0018/2020,ncov,EPI_ISL_486912,MT742087.1,Maryland Department of Health,Maryland Department of Health,Keller et al,https://www.gisaid.org,?,?
120484,USA/MD-MDH-0021/2020,ncov,EPI_ISL_481269,MT704123.1,Maryland Department of Health,Maryland Department of Health,Keller et al,https://www.gisaid.org,?,?
120497,USA/MD-MDH-0034/2020,ncov,EPI_ISL_481279,MT704133.1,Maryland Department of Health,Maryland Department of Health,Keller et al,https://www.gisaid.org,?,?
120513,USA/MD-MDH-0050/2020,ncov,EPI_ISL_509454,MT827216.1,Maryland Department of Health,Maryland Department of Health,Keller et al,https://www.gisaid.org,?,?
120514,USA/MD-MDH-0051/2020,ncov,EPI_ISL_509455,MT827217.1,Maryland Department of Health,Maryland Department of Health,Keller et al,https://www.gisaid.org,?,?
120522,USA/MD-MDH-0059/2020,ncov,EPI_ISL_509463,MT827225.1,Maryland Department of Health,Maryland Department of Health,Keller et al,https://www.gisaid.org,?,?
120560,USA/MD-MDH-0098/2020,ncov,EPI_ISL_522833,MT843294.1,Maryland Department of Health,Maryland Department of Health,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120581,USA/MD-MDH-0121/2020,ncov,EPI_ISL_522854,MT843315.1,Maryland Department of Health,Maryland Department of Health,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120588,USA/MD-MDH-0128/2020,ncov,EPI_ISL_524893,MT937318.1,MD PHL,MD PHL,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120599,USA/MD-MDH-0140/2020,ncov,EPI_ISL_534700,MW000355.1,MD PHL,MD PHL,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120609,USA/MD-MDH-0150/2020,ncov,EPI_ISL_524878,MT937813.1,MD PHL,MD PHL,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120619,USA/MD-MDH-0160/2020,ncov,EPI_ISL_524887,MT937823.1,MD PHL,MD PHL,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120622,USA/MD-MDH-0163/2020,ncov,EPI_ISL_524890,MT937826.1,MD PHL,MD PHL,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120654,USA/MD-MDH-0200/2020,ncov,EPI_ISL_560813,MW049004.1,Maryland Public Health Laboratory,Maryland Public Health Laboratory,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120661,USA/MD-MDH-0207/2020,ncov,EPI_ISL_560820,MW049011.1,Maryland Public Health Laboratory,Maryland Public Health Laboratory,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120665,USA/MD-MDH-0211/2020,ncov,EPI_ISL_560824,MW049015.1,Maryland Public Health Laboratory,Maryland Public Health Laboratory,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120672,USA/MD-MDH-0218/2020,ncov,EPI_ISL_560831,MW049022.1,Maryland Public Health Laboratory,Maryland Public Health Laboratory,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120676,USA/MD-MDH-0222/2020,ncov,EPI_ISL_591024,?,MD PHL,MD PHL,Maryland Department of Health Laboratories Administration et al,https://www.gisaid.org,?,?
120689,USA/MD-QDX-113/2020,ncov,EPI_ISL_467867,MT614536.1,Quest Diagnostics,Quest Diagnostics,Anderson et al,https://www.gisaid.org,?,?
120709,USA/MD_NIDDL_2941/2020,ncov,EPI_ISL_491907,MT776401.1,Naval Infectious Diseases Diagnostic Laboratory,Naval Medical Research Center Biological Defense Research Directorate,Logan Voegtly et al,https://www.gisaid.org,?,?
120836,USA/MI-MDHHS-SC20024/2020,ncov,EPI_ISL_437111,MT412149.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
120853,USA/MI-MDHHS-SC20041/2020,ncov,EPI_ISL_437128,MT412166.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
120905,USA/MI-MDHHS-SC20093/2020,ncov,EPI_ISL_437180,MT412218.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
120942,USA/MI-MDHHS-SC20130/2020,ncov,EPI_ISL_436815,MT439242.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121024,USA/MI-MDHHS-SC20212/2020,ncov,EPI_ISL_447183,MT506644.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121048,USA/MI-MDHHS-SC20236/2020,ncov,EPI_ISL_447206,MT506648.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121053,USA/MI-MDHHS-SC20241/2020,ncov,EPI_ISL_447211,MT506687.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121066,USA/MI-MDHHS-SC20254/2020,ncov,EPI_ISL_447224,MT506695.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121086,USA/MI-MDHHS-SC20274/2020,ncov,EPI_ISL_447072,MT506541.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121107,USA/MI-MDHHS-SC20295/2020,ncov,EPI_ISL_447092,MT506537.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121143,USA/MI-MDHHS-SC20331/2020,ncov,EPI_ISL_450610,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121163,USA/MI-MDHHS-SC20352/2020,ncov,EPI_ISL_450631,MT509698.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121210,USA/MI-MDHHS-SC20400/2020,ncov,EPI_ISL_452274,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121226,USA/MI-MDHHS-SC20416/2020,ncov,EPI_ISL_452290,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121242,USA/MI-MDHHS-SC20432/2020,ncov,EPI_ISL_452306,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121246,USA/MI-MDHHS-SC20436/2020,ncov,EPI_ISL_452310,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121247,USA/MI-MDHHS-SC20437/2020,ncov,EPI_ISL_452311,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121289,USA/MI-MDHHS-SC20479/2020,ncov,EPI_ISL_460018,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121294,USA/MI-MDHHS-SC20484/2020,ncov,EPI_ISL_460023,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121408,USA/MI-MDHHS-SC20598/2020,ncov,EPI_ISL_462680,MT585048.1,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121703,USA/MI-MDHHS-SC20893/2020,ncov,EPI_ISL_476030,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121732,USA/MI-MDHHS-SC20923/2020,ncov,EPI_ISL_476059,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121735,USA/MI-MDHHS-SC20926/2020,ncov,EPI_ISL_476062,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121765,USA/MI-MDHHS-SC20957/2020,ncov,EPI_ISL_507746,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121800,USA/MI-MDHHS-SC20995/2020,ncov,EPI_ISL_507781,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121904,USA/MI-MDHHS-SC21109/2020,ncov,EPI_ISL_507885,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121912,USA/MI-MDHHS-SC21117/2020,ncov,EPI_ISL_507893,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121915,USA/MI-MDHHS-SC21120/2020,ncov,EPI_ISL_507896,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121921,USA/MI-MDHHS-SC21126/2020,ncov,EPI_ISL_507902,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
121944,USA/MI-MDHHS-SC21149/2020,ncov,EPI_ISL_507925,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122007,USA/MI-MDHHS-SC21212/2020,ncov,EPI_ISL_507469,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122009,USA/MI-MDHHS-SC21214/2020,ncov,EPI_ISL_507471,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122145,USA/MI-MDHHS-SC21353/2020,ncov,EPI_ISL_507607,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122150,USA/MI-MDHHS-SC21358/2020,ncov,EPI_ISL_507612,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122242,USA/MI-MDHHS-SC21450/2020,ncov,EPI_ISL_507704,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122352,USA/MI-MDHHS-SC21560/2020,ncov,EPI_ISL_516287,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122427,USA/MI-MDHHS-SC21635/2020,ncov,EPI_ISL_516362,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122441,USA/MI-MDHHS-SC21649/2020,ncov,EPI_ISL_516376,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122597,USA/MI-MDHHS-SC21806/2020,ncov,EPI_ISL_565849,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122761,USA/MI-MDHHS-SC21970/2020,ncov,EPI_ISL_566021,?,"Michigan Department of Health and Human Services, Bureau of Laboratories","Michigan Department of Health and Human Services, Bureau of Laboratories",Blankenship HM et al,https://www.gisaid.org,?,?
122964,USA/MI-QDX-311/2020,ncov,EPI_ISL_571055,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
122970,USA/MI-QDX-317/2020,ncov,EPI_ISL_571061,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
122973,USA/MI-QDX-320/2020,ncov,EPI_ISL_571064,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123003,USA/MI-QDX-350/2020,ncov,EPI_ISL_571094,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123008,USA/MI-QDX-356/2020,ncov,EPI_ISL_571099,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123036,USA/MI-QDX-385/2020,ncov,EPI_ISL_571127,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
123046,USA/MI-QDX-398/2020,ncov,EPI_ISL_571137,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
